,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,2.55351295663786e-15,0.04261075427456912,-0.020723923548758485,-0.009563016828917123,-0.028632120117612854,0.03627238155504006,-0.026156256872918796,-0.015624477288697938,0.001967841685626137,0.004925796112527178,-0.00505278127638898,0.02200164428229917,0.01625230876006713,-0.019217966206688565,-0.0016679147388791692,-0.008977117496903358,-0.05290654369447524,0.011628682308465744
AGEP,0.04261075427456912,0.0,-5.935241977263889e-05,-0.034688712090274555,0.0038753555883619117,0.036007218210775405,0.0288369797402106,0.040864764078515914,-0.007528513591645913,-0.001416057721281042,-0.032137518374449725,-0.004309141723755183,-0.004852476138223982,-0.04203545508505752,-0.04587550808365154,-0.04330960446297691,-0.016024222944630212,0.03627269867975591
SEX,-0.020723923548758485,-5.935241977263889e-05,0.0,0.03387677957930718,0.010059983378438213,0.012521061796310204,-0.02426194250607258,-0.0076588636632782675,0.01959450085690002,-0.01667301159985199,0.026315538146288397,0.040117518592968054,0.01083650147009016,0.0022101896463812554,0.0045996853659290475,0.019238714829456056,-0.01920917298574947,-0.010179330165353963
MSP,-0.009563016828917123,-0.034688712090274555,0.03387677957930718,0.0,0.027371499873596043,0.03932052212379084,-0.003093774305607533,-0.007438623128803168,0.04032285948443237,-0.033572172391475766,-0.02263517238181678,-0.045149209636461934,-0.03345715925209099,0.003219097962744782,-0.04350037558765635,-0.0325394189942827,-0.017537432486129087,-0.02253762906555631
HISP,-0.028632120117612854,0.0038753555883619117,0.010059983378438213,0.027371499873596043,-1.6653345369377348e-15,0.024659160903989508,-0.03828201478659226,-0.02075849888098713,0.006566430773271924,-0.012105740609720084,-0.02727875532534127,0.0841585785879084,0.027738602540681417,0.04500132165850612,0.02634311842253119,0.048608700766654925,0.05505591133341668,0.0009186547513266377
RAC1P,0.03627238155504006,0.036007218210775405,0.012521061796310204,0.03932052212379084,0.024659160903989508,3.6637359812630166e-15,-0.02354424854323213,-0.003813464091268884,0.0009314506532055664,-0.00011321235050619147,0.0387489447605878,0.04971384370721136,0.05613728030432618,0.03829517648580137,0.025560247056949936,0.025259297469255836,-0.02253183224505275,-0.020773577823451156
NOC,-0.026156256872918796,0.0288369797402106,-0.02426194250607258,-0.003093774305607533,-0.03828201478659226,-0.02354424854323213,-4.440892098500626e-15,0.006815492641586651,-0.04231387626269156,0.03675977392294588,-0.00033813477888194887,0.018227901504921706,0.011925580835425248,0.06806499070310608,0.03586056654470886,0.031148167816389294,0.014830941046700297,-0.0035462964043736916
NPF,-0.015624477288697938,0.040864764078515914,-0.0076588636632782675,-0.007438623128803168,-0.02075849888098713,-0.003813464091268884,0.006815492641586651,-1.2212453270876722e-15,-0.03299797251268727,0.05567851656459577,-0.001572054914872778,0.05031085644183614,0.07255825212406664,0.05864151732038869,0.03980634768800039,0.05151298309800737,0.028355903149062348,0.013365414397152123
HOUSING_TYPE,0.001967841685626137,-0.007528513591645913,0.01959450085690002,0.04032285948443237,0.006566430773271924,0.0009314506532055664,-0.04231387626269156,-0.03299797251268727,1.587618925213974e-14,-0.03764704528760454,0.005755237600628035,-0.026193600650063265,-0.02233451241568349,-0.019275706230055013,-0.03133984121466043,-0.018152605971973306,-0.00835209346821271,-0.05108812230021506
OWN_RENT,0.004925796112527178,-0.001416057721281042,-0.01667301159985199,-0.033572172391475766,-0.012105740609720084,-0.00011321235050619147,0.03675977392294588,0.05567851656459577,-0.03764704528760454,-3.774758283725532e-15,0.010804289184183847,0.06803738763961101,0.024129441169252225,0.015577576259431097,0.070246086593616,0.049687977440245196,-0.004112862394426601,0.05476139798364915
INDP_CAT,-0.00505278127638898,-0.032137518374449725,0.026315538146288397,-0.02263517238181678,-0.02727875532534127,0.0387489447605878,-0.00033813477888194887,-0.001572054914872778,0.005755237600628035,0.010804289184183847,0.0,-0.02074467311676642,-0.01791846335227898,0.002953707194683443,-0.01334523991968628,-0.0076225998329674804,-0.004951918548791637,-0.00971522774574328
EDU,0.02200164428229917,-0.004309141723755183,0.040117518592968054,-0.045149209636461934,0.0841585785879084,0.04971384370721136,0.018227901504921706,0.05031085644183614,-0.026193600650063265,0.06803738763961101,-0.02074467311676642,2.3314683517128287e-15,-0.026610595931527148,0.02006631537536115,-0.029711407932096146,-0.03561295404433146,0.0008854949196695893,-0.015001095561603665
PINCP_DECILE,0.01625230876006713,-0.004852476138223982,0.01083650147009016,-0.03345715925209099,0.027738602540681417,0.05613728030432618,0.011925580835425248,0.07255825212406664,-0.02233451241568349,0.024129441169252225,-0.01791846335227898,-0.026610595931527148,2.55351295663786e-15,0.0056658120084571995,-0.015243492031427663,-0.02757856868174824,0.011455731884205348,-0.00033125858995397886
DVET,-0.019217966206688565,-0.04203545508505752,0.0022101896463812554,0.003219097962744782,0.04500132165850612,0.03829517648580137,0.06806499070310608,0.05864151732038869,-0.019275706230055013,0.015577576259431097,0.002953707194683443,0.02006631537536115,0.0056658120084571995,9.43689570931383e-15,0.0393491321702277,0.05114503760604218,0.008144657615137215,-0.016032417183284617
DREM,-0.0016679147388791692,-0.04587550808365154,0.0045996853659290475,-0.04350037558765635,0.02634311842253119,0.025560247056949936,0.03586056654470886,0.03980634768800039,-0.03133984121466043,0.070246086593616,-0.01334523991968628,-0.029711407932096146,-0.015243492031427663,0.0393491321702277,-3.6637359812630166e-15,-0.0131850142803287,0.00791938358428158,0.02935870149836136
DPHY,-0.008977117496903358,-0.04330960446297691,0.019238714829456056,-0.0325394189942827,0.048608700766654925,0.025259297469255836,0.031148167816389294,0.05151298309800737,-0.018152605971973306,0.049687977440245196,-0.0076225998329674804,-0.03561295404433146,-0.02757856868174824,0.05114503760604218,-0.0131850142803287,1.1102230246251565e-16,0.014544702717478153,-0.0075116334218105485
DEYE,-0.05290654369447524,-0.016024222944630212,-0.01920917298574947,-0.017537432486129087,0.05505591133341668,-0.02253183224505275,0.014830941046700297,0.028355903149062348,-0.00835209346821271,-0.004112862394426601,-0.004951918548791637,0.0008854949196695893,0.011455731884205348,0.008144657615137215,0.00791938358428158,0.014544702717478153,-1.5543122344752192e-15,-0.05937596744614798
DEAR,0.011628682308465744,0.03627269867975591,-0.010179330165353963,-0.02253762906555631,0.0009186547513266377,-0.020773577823451156,-0.0035462964043736916,0.013365414397152123,-0.05108812230021506,0.05476139798364915,-0.00971522774574328,-0.015001095561603665,-0.00033125858995397886,-0.016032417183284617,0.02935870149836136,-0.0075116334218105485,-0.05937596744614798,9.992007221626409e-16
